50, 1.01626230e-23
65, 8.59324736e-24
90, 7.63036222e-24
100, 7.53594869e-24
130, 7.74010055e-24
150, 8.21802481e-24
180, 6.90373461e-24
200, 6.49285651e-24
250, 5.56615484e-24
300, 4.86010760e-24
350, 4.33227965e-24
400, 3.80662381e-24
500, 3.51446981e-24
750, 2.69217485e-24
800,  2.47934792e-24
900, 2.65594072e-24
1000, 2.56480152e-24
