1.7073888205183492, 2.8504263208534666e-25
1.8059751519534877, 1.7968383907677304e-25
1.946804971176088, 1.0916317341936216e-25
2.2218255099379935, 6.510693555481521e-26
2.635270019935385, 4.84585864481654e-26
3.1267225965420873, 4.258518291843441e-26
3.5718310294053635, 4.029122027951377e-26
4.2393980446539805, 4.1806372414557965e-26
5.43052208197716, 4.6702343883273686e-26
6.697044293200794, 5.41336030296542e-26
9.257879750150892, 6.274732129711626e-26
12.32094724695967, 7.546672630843964e-26
16.711213951816, 8.747496301554505e-26
22.66757309884968, 1.0520686710236272e-25
28.48904891822636, 1.1752771174629572e-25
39.38878306722574, 1.4666708663439775e-25
51.43678163413802, 1.8303116756206168e-25
67.16994785958336, 2.2841122073038397e-25
108.18098876063455, 3.4282314937339882e-25
167.7442500789368, 5.438397428464857e-25
210.89662360164513, 7.173174944465657e-25
250.4081944265679, 8.951664721378392e-25
419.11729283505366, 1.6460115023085631e-24
625.6811003529413, 2.7598263924662143e-24
899.169500639273, 4.627332011878731e-24
