0.9860192072556554, 1.2497220576706909e-24
1.9705607530061462, 2.8061852575698345e-24
3.0063348719995324, 2.2693414113553877e-24
4.94786546499275, 1.727509999110678e-24
9.998384125448204, 2.7038719928529992e-24
19.557691136270932, 4.495029783000105e-24
50.70189236890779, 6.0468420850150586e-24
99.15518609217442, 1.3993688743592272e-23
200.4201650288727, 1.4815665065761816e-23
497.57289484159014, 1.8770662659282217e-23
984.2481288147362, 1.816060309737452e-23
1968.1341157186496, 1.756954276131111e-23
4992.03824620211, 3.098383059937908e-23
9765.246602810368, 4.850227129085163e-23
